City,Country,Longitude,Latitude,Humidity,Cloudiness,Max_Temp,Wind_Speed,Date
Narrabri,AU,149.78,-30.32,72,90,66.00200000000001,0.26,"(2020, 3, 23)"
Ekibastuz,KZ,75.37,51.67,83,97,20.066000000000003,4.93,"(2020, 3, 23)"
Bridlington,GB,-0.19,54.08,81,82,44.996,3.6,"(2020, 3, 23)"
Goderich,CA,-81.72,43.75,90,100,39.002,2.68,"(2020, 3, 23)"
Santa Isabel Rio Negro,BR,-65.02,-0.41,69,100,87.02600000000001,0.82,"(2020, 3, 23)"
Ostrovnoy,RU,39.51,68.05,86,93,31.586,11.14,"(2020, 3, 23)"
Leningradskiy,RU,178.42,69.38,75,100,20.066000000000003,2.32,"(2020, 3, 23)"
Conde,BR,-34.91,-7.26,79,20,84.2,4.1,"(2020, 3, 23)"
Manzanillo,CU,-77.12,20.34,26,0,93.146,0.63,"(2020, 3, 23)"
Katangli,RU,143.23,51.71,93,85,14.306000000000001,2.87,"(2020, 3, 23)"
Kamenka,RU,42.77,51.32,88,59,19.994,0.45,"(2020, 3, 23)"
Abbeville,FR,1.83,50.1,48,0,44.6,3.1,"(2020, 3, 23)"
Inongo,CD,18.27,-1.95,73,10,76.766,0.8,"(2020, 3, 23)"
Harper,LR,-7.72,4.38,96,100,73.706,2.41,"(2020, 3, 23)"
Lundamo,NO,10.3,63.13,31,96,46.4,15.9,"(2020, 3, 23)"
Gumdag,TM,54.59,39.21,71,100,50.306,3.3,"(2020, 3, 23)"
Thompson,CA,-97.86,55.74,49,40,26.6,1.5,"(2020, 3, 23)"
Mossamedes,AO,12.15,-15.2,88,100,73.52600000000001,3.91,"(2020, 3, 23)"
Shingū,JP,135.98,33.73,53,0,45.986,4.55,"(2020, 3, 23)"
Kayerkan,RU,87.76,69.35,84,90,3.1999999999999993,16.0,"(2020, 3, 23)"
Kiryat Gat,IL,34.76,31.61,37,100,71.006,2.6,"(2020, 3, 23)"
Port Lincoln,AU,135.87,-34.73,80,82,60.746,4.26,"(2020, 3, 23)"
Alta Floresta,BR,-56.09,-9.88,70,75,89.6,1.5,"(2020, 3, 23)"
Yangi Marg`ilon,UZ,71.72,40.43,66,100,55.400000000000006,2.1,"(2020, 3, 23)"
Oyama,JP,139.8,36.3,40,40,48.002,2.6,"(2020, 3, 23)"
Matara,LK,80.54,5.95,89,0,73.166,2.49,"(2020, 3, 23)"
Mount Isa,AU,139.5,-20.73,47,65,80.6,1.5,"(2020, 3, 23)"
Cap Malheureux,MU,57.61,-19.98,94,40,78.99799999999999,4.6,"(2020, 3, 23)"
Yar-Sale,RU,70.83,66.83,84,100,22.945999999999998,8.14,"(2020, 3, 23)"
Pasni,PK,63.47,25.26,77,0,70.646,3.79,"(2020, 3, 23)"
Iwanai,JP,140.51,42.97,82,67,27.986,1.05,"(2020, 3, 23)"
Cao Bang,VN,106.25,22.67,96,5,66.866,1.25,"(2020, 3, 23)"
Dolores Hidalgo Cuna de la Independencia Nacional,MX,-100.93,21.16,22,20,87.008,3.1,"(2020, 3, 23)"
Niamey,NE,2.11,13.51,9,2,100.4,1.0,"(2020, 3, 23)"
Ketchikan,US,-131.65,55.34,49,1,46.4,10.3,"(2020, 3, 23)"
Horsham,GB,-0.33,51.06,48,0,46.994,1.5,"(2020, 3, 23)"
Wurzburg,DE,9.94,49.79,54,0,35.996,3.1,"(2020, 3, 23)"
Huarmey,PE,-78.15,-10.07,50,64,80.186,4.08,"(2020, 3, 23)"
Gazli,UZ,63.45,40.13,46,99,55.885999999999996,10.59,"(2020, 3, 23)"
Sinnamary,GF,-52.95,5.38,77,28,80.54599999999999,7.44,"(2020, 3, 23)"
Thunder Bay,CA,-89.32,48.4,52,20,41.0,3.1,"(2020, 3, 23)"
Dillon,US,-79.37,34.42,87,90,60.008,3.52,"(2020, 3, 23)"
Province of Mantua,IT,10.78,45.17,41,0,44.006,2.1,"(2020, 3, 23)"
Benghazi,LY,20.07,32.12,75,20,61.466,6.28,"(2020, 3, 23)"
Tegul'det,RU,88.17,57.31,97,0,-1.7139999999999986,1.98,"(2020, 3, 23)"
Preeceville,CA,-102.67,51.95,92,98,29.066,3.66,"(2020, 3, 23)"
Oistins,BB,-59.53,13.07,61,40,82.4,8.7,"(2020, 3, 23)"
Mandalgovi,MN,106.27,45.76,42,100,41.126000000000005,4.92,"(2020, 3, 23)"
Gaeta,IT,13.56,41.22,48,75,46.994,12.84,"(2020, 3, 23)"
Viareggio,IT,10.26,43.87,35,0,42.007999999999996,3.6,"(2020, 3, 23)"
Wakema,MM,95.18,16.6,72,0,73.166,6.5,"(2020, 3, 23)"
Vacaria,BR,-50.93,-28.51,18,11,84.992,2.4,"(2020, 3, 23)"
Al Bardīyah,LY,25.09,31.76,88,0,60.746,6.23,"(2020, 3, 23)"
Songkhla,TH,100.67,6.83,94,20,78.80000000000001,0.85,"(2020, 3, 23)"
Vostok,RU,135.88,46.49,93,98,13.946000000000002,2.0,"(2020, 3, 23)"
Goya,AR,-59.26,-29.14,19,0,95.30600000000001,3.19,"(2020, 3, 23)"
Itupeva,BR,-47.06,-23.15,39,20,80.6,8.2,"(2020, 3, 23)"
Mandiana,GN,-8.68,10.63,47,100,80.006,0.95,"(2020, 3, 23)"
Nurota,UZ,65.69,40.56,47,100,55.400000000000006,5.1,"(2020, 3, 23)"
Taltal,CL,-70.48,-25.4,72,0,67.226,3.19,"(2020, 3, 23)"
Rocha,UY,-54.33,-34.48,62,8,74.786,5.86,"(2020, 3, 23)"
Goiânia,BR,-49.25,-16.68,88,40,75.2,5.1,"(2020, 3, 23)"
Mackay,AU,149.2,-21.15,83,75,75.2,5.1,"(2020, 3, 23)"
Ledyard Center,US,-72.01,41.44,100,90,39.992000000000004,7.7,"(2020, 3, 23)"
Mahanoro,MG,48.8,-19.9,77,4,79.646,4.68,"(2020, 3, 23)"
Sos'va,RU,61.86,59.18,84,0,18.985999999999997,2.27,"(2020, 3, 23)"
Bo Rai,TH,102.54,12.57,81,100,78.008,0.97,"(2020, 3, 23)"
Bonthe,SL,-12.51,7.53,85,100,79.826,2.84,"(2020, 3, 23)"
Biak,ID,122.88,-0.91,80,91,80.186,4.32,"(2020, 3, 23)"
Touros,BR,-35.46,-5.2,70,40,86.0,4.6,"(2020, 3, 23)"
Sabha,LY,14.43,27.04,24,0,71.726,6.99,"(2020, 3, 23)"
Usevya,TZ,31.23,-7.1,96,73,63.266000000000005,1.65,"(2020, 3, 23)"
Colón,PA,-79.9,9.36,49,40,93.99199999999999,6.7,"(2020, 3, 23)"
Mouila,GA,11.06,-1.87,97,100,74.24600000000001,0.38,"(2020, 3, 23)"
Cruzília,BR,-44.81,-21.84,86,3,65.606,0.72,"(2020, 3, 23)"
Hambantota,LK,81.12,6.12,84,0,77.30600000000001,4.85,"(2020, 3, 23)"
Riachão das Neves,BR,-44.91,-11.75,88,100,76.04599999999999,0.85,"(2020, 3, 23)"
Powell River,CA,-124.54,49.85,65,75,48.992000000000004,4.6,"(2020, 3, 23)"
Tilichiki,RU,166.1,60.47,92,100,28.526,2.92,"(2020, 3, 23)"
Goiás,BR,-49.64,-15.58,93,100,75.146,1.98,"(2020, 3, 23)"
College,US,-147.8,64.86,92,90,30.002,2.1,"(2020, 3, 23)"
Paamiut,GL,-49.67,61.99,70,7,11.605999999999998,4.82,"(2020, 3, 23)"
Ubari,LY,12.78,26.59,25,0,69.02600000000001,5.04,"(2020, 3, 23)"
Niquelândia,BR,-48.46,-14.47,93,95,75.146,1.36,"(2020, 3, 23)"
Ouro Preto do Oeste,BR,-62.22,-10.75,90,7,82.346,1.73,"(2020, 3, 23)"
Sinop Province,TR,34.87,41.77,89,100,47.066,4.14,"(2020, 3, 23)"
Srednekolymsk,RU,153.68,67.45,90,0,-7.474000000000004,3.19,"(2020, 3, 23)"
Dārāb,IR,54.54,28.75,66,0,49.586,0.08,"(2020, 3, 23)"
Pochutla,MX,-96.47,15.74,52,5,91.004,3.97,"(2020, 3, 23)"
Comodoro Rivadavia,AR,-67.5,-45.87,28,40,82.4,13.9,"(2020, 3, 23)"
Jérémie,HT,-74.12,18.65,76,10,74.066,1.7,"(2020, 3, 23)"
Siocon,PH,122.14,7.71,74,84,78.926,2.85,"(2020, 3, 23)"
Aswān,EG,32.91,24.09,26,41,78.80000000000001,8.7,"(2020, 3, 23)"
Impfondo,CG,18.07,1.64,66,19,78.566,1.1,"(2020, 3, 23)"
Olafsvik,IS,-23.71,64.89,92,43,35.906,15.17,"(2020, 3, 23)"
Praia da Vitória,PT,-27.07,38.73,67,75,59.0,5.23,"(2020, 3, 23)"
Tarancón,ES,-3.01,40.01,87,20,53.006,2.1,"(2020, 3, 23)"
Jining,CN,116.58,35.41,62,0,48.866,3.09,"(2020, 3, 23)"
Balakhninskiy,RU,114.28,58.01,92,100,13.405999999999999,5.64,"(2020, 3, 23)"
Uvira,CD,29.15,-3.41,96,4,53.186,0.88,"(2020, 3, 23)"
Acaraú,BR,-40.12,-2.89,84,42,77.666,2.01,"(2020, 3, 23)"
Nakamura,JP,132.93,32.98,57,0,42.385999999999996,1.39,"(2020, 3, 23)"
Alihe,CN,123.72,50.57,82,0,23.846,0.86,"(2020, 3, 23)"
Arrondissement de Saint-Denis,FR,2.33,48.92,36,0,48.002,5.1,"(2020, 3, 23)"
Cuiluan,CN,128.65,47.72,89,0,18.086,1.52,"(2020, 3, 23)"
Onega,RU,38.14,63.91,80,0,26.546,5.62,"(2020, 3, 23)"
Phuthaditjhaba,ZA,28.82,-28.52,85,1,53.54600000000001,1.15,"(2020, 3, 23)"
Pathein,MM,94.73,16.78,72,0,77.126,6.07,"(2020, 3, 23)"
Çarşamba,TR,36.72,41.2,76,75,50.0,3.1,"(2020, 3, 23)"
Ukiah,US,-123.21,39.15,54,90,57.992000000000004,2.6,"(2020, 3, 23)"
Khandyga,RU,135.6,62.67,88,98,7.8260000000000005,2.55,"(2020, 3, 23)"
Margate,GB,1.39,51.38,86,16,50.0,2.6,"(2020, 3, 23)"
Aurangabad,IN,75.33,19.88,34,23,74.786,1.86,"(2020, 3, 23)"
Vetluga,RU,45.78,57.86,83,13,23.666,3.83,"(2020, 3, 23)"
Saint-Louis,SN,-15.0,16.33,25,95,84.2,1.0,"(2020, 3, 23)"
Arima,TT,-61.28,10.63,58,20,86.0,5.7,"(2020, 3, 23)"
Esperance,AU,121.9,-33.87,93,40,59.0,3.6,"(2020, 3, 23)"
Bonfim,BR,-59.95,3.08,33,71,96.566,0.65,"(2020, 3, 23)"
Kaliningrad,RU,20.51,54.71,74,0,28.4,1.74,"(2020, 3, 23)"
Riyadh,SA,46.72,24.69,16,0,60.8,2.8,"(2020, 3, 23)"
Kushima,JP,131.23,31.46,76,0,44.546,1.39,"(2020, 3, 23)"
Vestmannaeyjar,IS,-20.27,63.44,69,100,37.886,18.97,"(2020, 3, 23)"
Sokoni,TZ,39.55,-6.43,83,75,82.4,2.6,"(2020, 3, 23)"
Yugorsk,RU,63.33,61.31,84,84,21.866,4.2,"(2020, 3, 23)"
Kapoeta,SS,33.59,4.77,44,11,85.946,2.79,"(2020, 3, 23)"
Morant Bay,JM,-76.41,17.88,66,20,84.2,8.7,"(2020, 3, 23)"
Balkhash,KZ,74.98,46.84,60,0,27.446,6.87,"(2020, 3, 23)"
Djougou,BJ,1.67,9.71,71,83,80.726,2.68,"(2020, 3, 23)"
Nehe,CN,124.83,48.48,55,0,31.406,4.43,"(2020, 3, 23)"
Penalva,BR,-45.17,-3.29,89,13,79.826,1.31,"(2020, 3, 23)"
Boguchany,RU,97.45,58.38,94,0,0.2660000000000018,2.43,"(2020, 3, 23)"
Krasnosel'kup,RU,82.47,65.7,93,100,5.846,10.09,"(2020, 3, 23)"
Ogaminana,NG,6.22,7.59,85,100,76.226,5.58,"(2020, 3, 23)"
Cerrito,CO,-72.69,6.84,54,40,82.4,3.6,"(2020, 3, 23)"
Scarborough,GB,-0.4,54.28,81,100,46.4,3.6,"(2020, 3, 23)"
Marshall,US,-86.33,34.38,93,90,64.994,2.68,"(2020, 3, 23)"
Sarkand,KZ,79.92,45.41,78,0,24.926,2.01,"(2020, 3, 23)"
Alyth,GB,-3.23,56.62,69,100,48.2,3.6,"(2020, 3, 23)"
Socorro,US,-106.3,31.65,9,75,77.0,9.3,"(2020, 3, 23)"
Torrevieja,ES,-0.68,37.98,100,40,59.0,9.8,"(2020, 3, 23)"
Puerto Escondido,MX,-97.07,15.85,62,5,86.0,4.1,"(2020, 3, 23)"
Cedar City,US,-113.06,37.68,81,90,42.8,5.7,"(2020, 3, 23)"
Peabiru,BR,-52.34,-23.91,37,0,84.2,6.2,"(2020, 3, 23)"
Taoudenni,ML,-3.98,22.68,14,2,72.80600000000001,4.97,"(2020, 3, 23)"
Rafrāf,TN,10.18,37.19,82,40,57.2,2.6,"(2020, 3, 23)"
Snezhnogorsk,RU,33.25,69.19,64,95,37.4,5.0,"(2020, 3, 23)"
Brigham City,US,-112.02,41.51,30,1,57.2,5.1,"(2020, 3, 23)"
Calmar,CA,-113.82,53.27,64,75,33.8,6.7,"(2020, 3, 23)"
Turan,VN,108.22,16.07,88,20,75.2,0.04,"(2020, 3, 23)"
Faanui,PF,-151.75,-16.48,65,23,83.24600000000001,0.31,"(2020, 3, 23)"
Santiago del Estero,AR,-64.26,-27.8,27,0,94.226,5.72,"(2020, 3, 23)"
Flinders,AU,150.86,-34.58,93,40,62.995999999999995,4.87,"(2020, 3, 23)"
Port Hedland,AU,118.57,-20.32,69,0,80.6,3.6,"(2020, 3, 23)"
Warrensburg,US,-93.74,38.76,100,90,53.996,4.1,"(2020, 3, 23)"
Zhigansk,RU,123.37,66.77,94,100,14.665999999999997,5.17,"(2020, 3, 23)"
Mangai,CD,19.53,-4.05,91,14,72.626,0.52,"(2020, 3, 23)"
Coffs Harbour,AU,153.13,-30.3,93,90,64.4,4.1,"(2020, 3, 23)"
Miraflores,MX,-98.81,19.22,4,5,80.6,3.1,"(2020, 3, 23)"
Almaty,KZ,76.95,43.25,74,75,33.8,3.0,"(2020, 3, 23)"
Baykit,RU,96.37,61.67,96,0,-15.754000000000005,1.4,"(2020, 3, 23)"
Medicine Hat,CA,-110.67,50.05,56,90,46.994,4.1,"(2020, 3, 23)"
Mogadishu,SO,45.34,2.04,77,85,83.24600000000001,5.84,"(2020, 3, 23)"
Vyatskiye Polyany,RU,51.07,56.23,94,100,24.746,10.5,"(2020, 3, 23)"
Jasper,US,-94.35,37.2,67,90,62.995999999999995,3.6,"(2020, 3, 23)"
Marabu,MY,114.01,4.41,94,75,77.0,1.5,"(2020, 3, 23)"
Aktau,KZ,51.2,43.65,32,0,41.0,3.0,"(2020, 3, 23)"
Presidente Médici,BR,-61.9,-11.18,90,7,82.346,1.73,"(2020, 3, 23)"
Solotvyno,UA,23.87,47.95,44,100,37.4,6.7,"(2020, 3, 23)"
Kutum,SD,24.67,14.2,17,67,67.226,2.1,"(2020, 3, 23)"
San Rafael,AR,-68.33,-34.62,20,0,89.006,5.66,"(2020, 3, 23)"
Waddān,LY,16.14,29.16,48,0,64.886,5.38,"(2020, 3, 23)"
Bodden Town,KY,-81.25,19.28,78,40,82.004,4.1,"(2020, 3, 23)"
North Bend,US,-124.22,43.41,87,90,50.0,4.1,"(2020, 3, 23)"
Pimentel,PE,-79.93,-6.84,29,0,66.2,8.2,"(2020, 3, 23)"
Jiuquan,CN,98.52,39.74,35,58,38.786,1.96,"(2020, 3, 23)"
Udachny,RU,112.4,66.42,75,90,-16.6,5.0,"(2020, 3, 23)"
Ibara,JP,133.47,34.6,90,0,35.996,0.89,"(2020, 3, 23)"
Diourbel,SN,-16.39,14.66,39,59,91.4,3.1,"(2020, 3, 23)"
>>>>>>> c905d9eaf1e6306a9f004e798f20122aee3ac44a
